Writer	Rate	Date	Contents
James Spencer	5	November 14, 2020	Its fun but the houses are definitly haunted or something cause theres blood on the walls most of the time
NURUL ALINA / DSM113	5	November 14, 2020	Nice game
nurin natasyaa	5	November 14, 2020	What the hack game .. Good game for release tancion
RAINBOW UNICORN	5	November 14, 2020	This is so satisfying to do i love everthing about this is short because i want to get back to the game but THIS IS AWESOME and I've only played it for a day
Tayla New	5	November 14, 2020	Very nice much better than the last time I had it
Jalen Bicol	5	November 14, 2020	Very good game
jeri 2.0	5	November 14, 2020	Good game, I'm glad i can finally play on mobile, can't wait to see what gets added to the game.
Christina Lawrence	5	November 14, 2020	Pretty good game. I wish the houses were a little bit more different but overall i really like it.
Kervin Livestream	5	November 14, 2020	Game ini bagus sekali, apalagi kalian yg bosen main among us trus dan kalian ngak ada game lain main lah game house flipper
Beatriz C.Cardoso	5	November 14, 2020	This game is so good, pls play it
Mr. piggy	5	November 14, 2020	Great game
Jonna dang	4	November 14, 2020	Was bribed to rate it but still nice
Peter Wrighg	5	November 14, 2020	Good
Heather Hardin	5	November 14, 2020	Obsessed
Christina Willhite	5	November 14, 2020	Fun
Adib Rosli	5	November 14, 2020	Im very like this game srsly
Micheal Potts	5	November 14, 2020	Good game
Amanda Fant	5	November 14, 2020	Great!
liliana garcia	5	November 14, 2020	It gives the player creativity and ideas. Plus no ads
Nichole Keirns	5	November 14, 2020	Love it
Tim Vine	5	November 14, 2020	Very good game.
Subham Dhital	5	November 14, 2020	Great
Koda York	5	November 14, 2020	Good game
Jason Welmee	5	November 14, 2020	In my experience, it's awesome. Tho a few little things could be improved and it'd make the game a lot better! Good job! 😊
Vault Boy	4	November 14, 2020	The game is absolutely fantastic to play! Although it does get kinda bland after a while.
Jd_Minga 17	5	November 14, 2020	It's a overall fun game to play when bored. I don't really know what else to say lol.
the only Lazerboy 22	5	November 14, 2020	Good
Sara alhawamdah	1	November 14, 2020	it's so bad
Supernova	5	November 14, 2020	epic
Lizzie Pringle	5	November 14, 2020	Fabulously
Débora Ferreira	5	November 14, 2020	Otimo
Sarah Dooley	5	November 14, 2020	Love this game
Tea Bilčić	5	November 14, 2020	cool game
You Are Amazing	5	November 14, 2020	Cool And fun
Thomas Bailey	5	November 14, 2020	Good
Andrew Vance	5	November 14, 2020	It's awesome
Tonyjoe Washington	4	November 14, 2020	Could be a little more flip coins they go too fast
susboy supreme	4	November 14, 2020	You can loose money quick but yea it's a great game
Natalie Sheridan	5	November 14, 2020	Good game better than others I've been on that are similar this one gives u new things and different places now always the same things
Hasan Khilji	5	November 14, 2020	Nice game
logan burley	5	November 14, 2020	Really good
Kasirah Fetzer	5	November 14, 2020	Great game, super fun and relaxing.
Blocky	1	November 14, 2020	Nothing like steam version
KatGamerYT	5	November 14, 2020	Its super fun when you're bored
Sahib la spia	5	November 14, 2020	È un gioco fantastic
Smallerontheoutside11	5	November 14, 2020	Enjoying the game so far
MaryJean Sorby	4	November 14, 2020	Its a pretty good game
achraf seddiki	1	November 14, 2020	كلاب
Topshot Gaming	4	November 14, 2020	Good game, great way to pass the time
Lisa Bryant	5	November 14, 2020	Far more fun than I initially thought! I prefer this over any other home remodeling apps. Yeah it doesn't have name brands but if your a fan of sims. And like be taking hours in building your homes up. This would be the game for you!!
Brian Capria	5	November 14, 2020	Its fun
Bhagas Kara	5	November 14, 2020	Good game
naps	4	November 14, 2020	Fun fun fun
Micheal Day	5	November 14, 2020	Good game well made
Chloe	5	November 14, 2020	wow! no ads, not pay to win, amazing game
Faith Lemmers	4	November 14, 2020	Very fun Needs more of those coins
Dian Hermawan	5	November 14, 2020	Good
pramudya sasongko	5	November 14, 2020	gud
Izzy ಠ_ಠ	5	November 14, 2020	Very fun and similar to the PC experience :)
Emm's Awesome	4	November 14, 2020	Kensliy
Sarah Zimmer	5	November 14, 2020	This is so much fun one of the best for home remodeling that is free
Kelly Dunn	4	November 14, 2020	GOOD GAME
cXXkie_ milky	5	November 14, 2020	This is an amazing remodeling app! There are no ads and you can even decorate a house remodeling stuff.its really fun I would suggest that you should try it!
Monica Faavesi	5	November 14, 2020	👏👏👌
hailey562	5	November 14, 2020	great game!!!
Otter With A Darkside	5	November 14, 2020	It's so realistic and I love how it gives free coins!
Patricia pena	5	November 14, 2020	It make me want to be a house flipper looks fun
Bryan Alexis	5	November 14, 2020	Great
Giacomo Cementon	4	November 14, 2020	Nice making your own house, watoooooo
CyberSun Games	5	November 14, 2020	Its a really good game u should get it
Team Poles	5	November 14, 2020	Good game
Charlotte Broadwater	5	November 14, 2020	I like this game
Abbert	4	November 14, 2020	I love this game. The waiting for hours sucked at first but once you buy the starter pack its instant which is nice. A cool feature to add would to be able to reject jobs. Or just see more than 4 at once. If you're a business order thats something you get to decide. But with having such a limited amount of flip coins and a job where you need to spend over 80 of them just to not get as many back makes it really difficult without paying money. Much faster than the pc version though.
Holden Franklin	5	November 14, 2020	I love this game, I recommend you get it, I don't have much to say except that this is a really really cool game.
Ava Boeseman	5	November 14, 2020	I love it i play it all day every day
Peter Blythe	5	November 14, 2020	Great game
Aqish Balkish	5	November 14, 2020	Best game.. I enjoyed tq
Alexis Ardill	5	November 14, 2020	Great game GREAT 🎮 GAME
itz emilio	5	November 14, 2020	It has no adds when you play and good graphics
lutfian kadarusman	5	November 14, 2020	Wonderful
Grace-full horses	3	November 14, 2020	Been playing for longer and its annoying that the only way to get those gold coins is to pay money bo watch or anything
That One Guy	5	November 14, 2020	Good i just wish you could unlock some items without spending the coins. Like if a job requires a certain paint to be unlocked you shouldn't have to buy the paint to use it just have it unlocked permanently after usieng it in the job.
Atharva Bharati	5	November 14, 2020	Nice
Sky foot	5	November 14, 2020	It is a good game they should make a second one
The Sharkstorm	5	November 14, 2020	Very fun game how ever i do wish i could destroy walls though
Jeon Joongi	5	November 14, 2020	This was the best building game i have evered played i give it five stars.
Suda Langan	5	November 14, 2020	Kerennnnnnnnn bangettttttttt
Nazhan Hilmi	5	November 14, 2020	I like this game
YOUSEF Mohammed Ali	5	November 14, 2020	Very good game
Crazy Pansos	5	November 14, 2020	One of the best house renovating and designing out there, I can't stop playing it, it's so good!
daniel ayala	5	November 14, 2020	I like the game very much it is very similar to the original house flipper but the only thing that I wish could be changed is having to use flip coins if that could be changed or taken off I would be very happy.
Shabrea Lassiter	5	November 14, 2020	Its batter then the last game i when i play it felt like it was the worse game i ever played but then i play this one beats the other game
whoodee 12	5	November 14, 2020	So fun
Samantha Smith	5	November 14, 2020	I have had a lot of fun with this game becouse its pretty relistic
audrey Canard	3	November 14, 2020	Ok
Roberto Zazueta	4	November 14, 2020	It alright
Afatra	4	November 14, 2020	Nice graphic, Why it's all locked and when customer need it, we should unlocked it ourself using our flipacoin... That's not fair
Brown DiamondEyeZ	3	November 14, 2020	Love this game but needs updated to buy more real estate
[-NiKKo.XXE-]	5	November 14, 2020	Love it!!
Secrecy gaming	3	November 14, 2020	I enjoy the game. Runs very smoothly and has a lot of options for design. But I think itis dumb to have flipcoins for EVERYTHING. Once you get into the game a bit, it is nearly impossible to finish jobs without needing to buy flip coins. The rest of the game is great, but please either remove the coins, or put them on less items, like, WAY less items.
Delicious Johnson	5	November 14, 2020	Cool game except for getting stuck and I only used the flip coins for the levels
Jeffry Andrean	4	November 14, 2020	Gamenya keren
iDocCk XD	3	November 14, 2020	Very good
Rory Mohammed	5	November 14, 2020	I think it is an overall good game
Blayton Gossett	5	November 14, 2020	Its fun
Kuper Johnson	5	November 14, 2020	Grate game
Griffin Touchet	5	November 14, 2020	its really fun the muchanics are great and its a smooth gameplay
Sunshine News	1	November 14, 2020	I can't stop playing
wendi Morales	4	November 14, 2020	😊
Lillyann Fisher	3	November 14, 2020	Its fun,not much free will tho
Geoff	4	November 14, 2020	Not bad for the little time spent playing
Nikkitheartist :3	5	November 14, 2020	So fun could spend hours playing. Very relaxing
Dustin Owens	4	November 14, 2020	Fun so far
Iqbal08 Luqman09	4	November 14, 2020	The best
Fikri zack	5	November 14, 2020	Nice to play
Hachmann Family Email	3	November 14, 2020	I had a game like this one a long time ago it wasn't this realistic
Thank u next	5	November 14, 2020	Good game
Casey Cherry	5	November 14, 2020	Ya know what... It's actually really fun
Danish Aidiel	5	November 14, 2020	I love this game
Kyle Phiri	1	November 14, 2020	Am
Phil O'Malley	5	November 14, 2020	Very fun
Damian Lovvorn	5	November 14, 2020	I think its amazing
Rotten Royale	5	November 14, 2020	Very Fun!
Andy Thomas	5	November 14, 2020	I really love this game it is so awesome.
mohand hany	5	November 14, 2020	i am play this game in my pc lol
Samantha Cook	5	November 14, 2020	Very good game
Kamila Escobar	5	November 14, 2020	I love it
AYouB. Ou	4	November 14, 2020	Okay
Ali S	5	November 14, 2020	Great game!
Joseph Hecker	5	November 14, 2020	Gg
Skittles Playz	5	November 14, 2020	Its a really fun game but a bit frustrating when you run out of money
Hevine Salloum	5	November 14, 2020	Perfect game
DUSTTALE SANS	5	November 14, 2020	BRUH this deseveres 7 stars lol
Ashly Brophy	4	November 14, 2020	Pretty fun. It's sometimes difficult to do house flips because of how much you gotta spend to get new items. But oh well.
A n o n y m o u s	5	November 14, 2020	It's Great! It's a very good game, it's in good condition, I have no problems with it. Thank you for making this game!
Muhammad azmi	5	November 14, 2020	Keren banget anjg
Muflihah Sophia Rafi'atunnissa	5	November 14, 2020	Excited main beginian, sampe lupa waktu
m fzz	5	November 14, 2020	Best!!!
Joshua Reed	4	November 14, 2020	It's a great game. Nothing really wrong with it just wait for the money to come takes a really long time
Muhammad haiqal	1	November 14, 2020	Best
dev lewis	5	November 14, 2020	This is the best home improvement game I have ever seen and coming from a person who is in the house flipping comity
Salma Amaliani Putri	5	November 14, 2020	A cool game like in PC
Dragon Games	5	November 14, 2020	I really love this game
Afif Rezak	5	November 14, 2020	Great game....
its_me_Nia	4	November 14, 2020	Good, its very addicting👍🏾
Widya	5	November 14, 2020	It's good
Jade McCosh	5	November 14, 2020	would be good if unused pots of paint could be placed in our inventory.
N Sari	5	November 14, 2020	So far soo good
Royal Ridzi	5	November 14, 2020	Wow..Its so addicted...love the games so much.
Troy Montgomery	5	November 14, 2020	Great game if u want time to pass by
Ainnur Rofiq Lil Firdauz	5	November 14, 2020	Gamenya bagus jadi saya kasih bintang 5, btw tolong dibenerin bug-bugnya supaya tidak membuat pemain binggung
Steven Bova	5	November 14, 2020	Ok I will try first
Ken OBrien	5	November 14, 2020	Have not been playing for to long but so far I'm enjoying it. Will update as I progress.
The Wildcard	5	November 14, 2020	Coins (25)
Daniela Diaz	3	November 14, 2020	It keeps scamming me I don't like it
Anel Lukač	5	November 14, 2020	Best
Tyler St.Pierre	5	November 14, 2020	Better than most apps
Ben Johnson	5	November 14, 2020	Its a good game
Ticking Rabbit	5	November 14, 2020	It a very good game
Fluffy Timber	5	November 14, 2020	Best House flipper game ever. This game is like almost the same as the other house flipper game.
Claudia Andini	5	November 14, 2020	Its awesome! Keep clean
Liam Jansen	4	November 14, 2020	Great game......but the fact that you ahve to wait 4hrs to get paid is pretty dumb and more than likely unrealistic and so is the pricing for the decorations like $125 for a toothbrush
kyustudio _	5	November 14, 2020	Cool !!
Hi :3	4	November 14, 2020	I love the game but I wish you could customize some of the furniture cause I want a rainbow office but I can't have that
I N	5	November 14, 2020	Cool
epressy dpressy	5	November 14, 2020	Got the game today at it is amazing there is no glitches and there are no annoying ads that pop up .the game is over all perfect
Phoenix Views	4	November 14, 2020	Make it so that you dont spend your own money on other peoples houses make it so they give you a buget thank you
